codigo,descricao
I0098,"TRANSFERÊNCIA DE RECURSO PARA ASSOCIAÇÃO DE DESENVOLVIMENTO AMBIENTAL E CULTURAL DO ESTADO DO AMAPÁ(ASCAM-AP) CNPJ: 09.675.377/0001-15, A FIM DE FOMENTAR O FUTEBOL NO ESTADO DO AMAPÁ."
I0100,"TRANSFERÊNCIA DE RECURSO PARA O INSTITUTO MEIO DO MUNDO(IMM) CNPJ: 08.962.333/0001-03 AFIM DE FOMENTAR O PROJETO DE CIRCULAÇÃO CULTURAL ""QUATRO CANTOS DA FLORESTA"""
I0102,TRANSFERÊNCIA DE RECURSO PARA O FUNDO MUNICIPAL DE SAÚDE DE VITÓRIA DO JARI.
I0103,"Recurso destinado ao Tribunal de Justiça do Estado do Amapá, para realização do Projeto ""INTELIGÊNCIA ARTIFICIAL"" "
I0104,Apoio ao 2º Festival de Verão do Curicaca
I0105,TRANSFERÊNCIA DE RECURSO PARA O FUNDO MUNICIPAL DE SAÚDE DE ITAUBAL.
I0112,Realização de festivais gastronômicos nas cidades de Macapá e Santana - ABRASEL CNPJ: 09.618.355/0001-13
I0116,Apoio ao projeto de modernização do Poder Judiciário por meio do uso de inteligência artificial. 
I0117,"Apoio ao Carnaval 2025 por meio de termo de fomento a ser celebrado com a Liga Independente das Escolas de Samba do Amapá - LIESAP, CNPJ nº 07.768.920/0001-01. "
I0119,"EMENDA PARA REALIZAÇÃO DO CARNAVAL 2025 DO GRÊMIO RECREATIVO ESCOLA DE SAMBA PIRATAS ESTILIZADOS, CNPJ 23.088.685/0001-75."
I0121,"RECURSO DESTINADO AO PROJETO ""INTELIGÊNCIA ARTIFICIAL"", DO TRIBUNAL DE JUSTIÇA DO ESTADO DO AMAPÁ."
I0124,Apoio às atividades de saúde por meio de compra de equipamentos e materiais permanentes. 
I0125,"Apoio ao projeto Universidade do Amanhã por meio de termo de fomento a ser celebrado com a Associação Universidade de Samba Boêmios do Laguinho, CNPJ nº 05.989.645/0001-12."
I0128,RECURSO DESTINADO AO FUNDO MUNICIPAL DE SAÚDE DO MUINICÍPIO DE CALÇOENE.
I0130,"EMENDA PARA REALIZAÇÃO DO CARNAVAL 2025 DA G.R.E.S. MARACATU DA FAVELA, CNPJ 05.998.042/0001-87."
I0131,"Transferência de recurso para o Fundo Municipal de Saúde do Município de Pracuúba, para aquisição de equipamentos destinados à atenção básica municipal."
I0133,ENVIO DE EMENDA IMPOSITIVA INDIVIDUAL PARA INVESTIMENTO NA LIGA INDEPENDENTE DAS ESCOLAS DE SAMBA DO AMAPÁ - LIESAP - CNPJ: 07.768.920/0001-01.
I0134,"ENVIO DE EMENDA IMPOSITIVA INDIVIDUAL PARA INVESTIMENTO NA ASSOCIAÇÃO DE MOTOCROSS DO AMAPÁ CNPJ 21.736.759/0001-07, PARA QUE SEJA REALIZADO O CAMPEONATO ESTADUAL DE MOTOCROSS 2025."
I0135,"Recurso para cobertura de despesas de instituições privadas de caráter assistencial ou cultural, sem finalidade lucrativa, de acordo com os artigos 16, parágrafo único, e 17 da Lei nº 4.320/1964, observado o disposto no art. 26 da LRF. destinada ao projeto social John Azevedo, inscrito sob o CNPJ 463.822.85/0001-73"
I0142,"RECURSO DESTINADO AO INSTITUTO DE DESENVOLVIMENTO PESQUISA, DA DIFUSÃO E DEFESA DOS DIREITOS SOCIAIS - IDEP, CNPJ: 24.580.966/0001-03, PARA QUE ESTE FOMENTE A DISCUSSÃO SOBRE DIREITOS DAS MULHERES EVANGÉLICAS NO ENFRENTAMENTO DA VIOLÊNCIA DOMÉSTICA E ESTÍMULO AO EMPREENDEDORISMO ESTADO NO DO AMAPÁ."
I0143,DESTINAÇÃO DE RECURSO DE CUSTEIO PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO DO MUNICIPIO DE MAZAGÃO - AP.
I0150,"Emenda Parlamentar destinada ao Projeto Carnaval do Povo do Amapá 2025 ? ASSOCIAÇÃO DE PRODUÇÃO CULTURAL, ARTÍSTICA, MUSICAL, EDUCACIONAL, DESPORTIVA, RECREATIVA E DE PROMOÇÃO E PROTEÇÃO SOCIAL DO AMAPÁ ? MUSART, de CNPJ nº 31.008.335/0001-80."
I0156,"EMENDA DESTINADA À EXECUÇÃO PROJETO ""SAUDE EM AÇÃO: PREVENÇÃO E CUIDADOS EM PORTO GRANDE AP"" - A SER REALIZADO PELO INSTITUTO BRASIL DE DESENVOLVIMENTO ECONOMICO IBRASIL - CNPJ: 10.609.971/0001-97."
I0158,"EMENDA IMPOSITIVA DESTINADA À EXECUÇÃO DA SEGUNDA EDIÇÃO DO PROJETO PULSAR A SER EXECUTADO PELO INSTITUTO CULTURAL EDUCACIONAL FORMAR - ICEF CNPJ: 46.100.062/0001-76 NOS MUNICIPIOS DE MACAPA, SANTANA, PORTO GRANDE E MAZAGÃO."
I0159,RECURSO DESTINADO AO TRIBUNAL DE JUSTIÇA DO ESTADO DO AMAPÁ PARA A IMPLEMENTAÇÃO DO PROJETO DE INTELIGÊNCIA ARTIFICIAL DO TJAP.
I0161,"Recurso destinado ao PROJETO CUIDAR, INFORMAR E PREVENIR - Campanha de Prevenção da Gravidez na Adolescência, realizado pelo Instituto Amapaense de Assistência à Saúde, Educação e Assistência Social, CNPJ: 20.010.246/0001-51 "
I0162,"Destinação de recursos para o Carnaval. Fomento ao PROJETO CARNAVAL DA FAVELA 2025 - AMAZONIAR, GRÊMIO RECREATIVO ESCOLA DE SAMBA MARACATU DA FAVELA, CNPJ Nº 05.998042/0001-87."
I0163,"Destinação de recurso para Quadra Junina. REALIZAÇÃO DO PROJETO QUADRA JUNINA 2025, realizado pelo Instituto da Educação, Cultura e Ação Social, CNPJ nº 11.244.500/0001-95."
I0164,"Recurso destinado a FEDERAÇÃO AMAPAENSE DE ESPORTES AQUATICOS, CNPJ N° 05.990.155/0001-36, para garantir a participação de atletas nas competições fora do Estado, bem como, para aquisição de materiais e equipamentos para as competições locais em piscina e águas abertas. "
I0165,"Recurso destinado a FEDERAÇÃO AMAPAENSE DE FUTEBOL DE SALÃO, CNPJ Nº 14.540.983/0001-63, para realização dos Campeonatos Amapaenses Série Prata e Série Ouro, masculino 2025 e participação na TAÇA BRASIL DE CLUBES."
I0166,"Recurso destinado a FEDERAÇÃO AMAPAENSE DE BASQUETE, CNPJ nº 05.985.312/0001-15, para fomentar as atividades esportivas e sociais do calendário 2025."
I0167,"Recurso destinado a ASSOCIAÇÃO DE MOTOCROSS DO AMAPÁ, CNPJ nº 21.736.759/0001-07, para realização do Projeto Amapaense de Motocross 2025."
I0168,"Recurso destinado ao Carnaval. Projeto Carnaval Desnorteados, realizado pelo INSTITUTO PENSAR, CNPJ Nº 08.562.576/0001-54."
I0169,"Recurso destinado a realização do Projeto ""Maré Literária"", INSTITUTO PENSAR, CNPJ Nº 08.562.576/0001-54 "
I0170,"Recurso destinado a realização do Projeto "" inteligência artificial"", do Tribunal de justiça do estado do Amapá. "
I0173,RECURSO DESTINADO AO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL NO MUNICIPIO DE TARTARUGALZINHO NO ESTADO DO AMAPÁ .
I0174,"RECURSO DESTINADO AO FUNDO MUNICIPAL DE SAÚDE DO MUNICIPIO DE TARTARUGALZINHO , PARA APOIO AS AÇÕES DE SAÚDE DO MUNICIPIO . "
I0176,"RECURSO ENCAMINHADO PARA ASSOCIAÇÃO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL NO ESTADO DO AMAPÁ ,PARA QUE SEJA REALIZADO O PROJETO ABRASEL NA ESTRADA , QUE SERÁ EXECULTADO NOS MUNICIPIOS DO ESTADO DO AMAPÁ , CNPJ 09.618.355/0001-13."
I0178,"RECURSO DESTINADO AO TRIBUNAL DE JUSTICA DO AMAPÁ , PARA REALIZAÇÃO DO PROJETO INTELIGENCIA ARTIFICIAL ."
I0180,"Recurso destinado para à execução do projeto V Corrida de Rua da Polícia Civil do Amapá, a ser realizado pelo Instituto Meio do Mundo - IMM, CNPJ: 08.962.333/0001-03"
I0182,RECURSO DESTINADO AO FUNDO MUNICIPAL DE SAÚDE DO MUNICÍPIO DE LARANJAL DO JARI. 
I0184,"RECURSO DESTINADO AO PROJETO ""MOVIMENTO E VIDA"", REALIZADO PELO INSTITUTO ALVORECER, CNPJ 31.710.789/0001-06."
I0185,"RECURSO DESTINADO AO CENTRO DE PROMOÇÃO HUMANA FREI DANIEL DE SAMARATE-ASSOCIAÇÃO EDUCADORA SÃO FRANCISCO DE ASSIS, CNPJ 06.303.192/0015-97, PARA REFORMA E AMPLIAÇÃO DO LABORATÓRIO DE ANÁLISES CLÍNICAS."
I0186,"DESTINAÇÃO DE RECURSO PARA O CARNAVAL. FOMENTO AO CIRCUITO CARNAMACAPÁ, REALIZADO PELO INSTITUTO ALVORECER 31.710.789/0001-06."
I0187,"RECURSO DESTINADO AO TRIBUNAL DE JUSTIÇA DO AMAPÁ, PARA REALIZAÇÃO DO PROJETO INTELIGÊNCIA ARTIFICIAL."
I0188,"RECURSO DESTINADO AO PROJETO CULTURA INTINERANTE, REALIZADO PELO INSTITUTO ALVORECER 31.710.789/0001-06"
I0189,"RECURSO DESTINADO AO TRIBUNAL DE JUSTIÇA DO ESTADO DO AMAPÁ, PARA REALIZAÇÃO DO PROJETO INTELIGENCIA ARTIFICIAL."
I0196,"Apoio ao Projeto de Modernização do Tribunal de Justiça do Estado do Amapá através do uso de Inteligência Artificial, com aquisição de equipamento de tecnologia da informação."
I0203," ""Apoio a 1° Edição do PROJETO DO AMAPÁ AGRO SUMMIT, por meio de Termo de Fomento a ser Celebrado com o Centro Amazônico de Ensino Profissionalizante, CNPJ n° 24.230.140/0001-14"
I0204,Apoio ao Projeto a Biotecnologia Fomentando os Arranjos Produtivos locais voltados para alto Rendimento
I0212,"RECURSO DESTINADO AO G.R.E.S. MARACATU DA FAVELA - CNPJ N° 05.998.042/0001-87, PARA EXECUÇÃO DO PROJETO DE CURSOS DE CAPACITAÇÃO NA FAVELA."
I0214,"Projeto Carnaval do Amapá 2025 ? INSTITUTO ARTISTICO CULTURAL LINGUA SOLTA ? IACLS, de C.N.P.J 06.945.399/0001-60."
I0215,"PROJETO CARNAVAL DO AMAPÁ 2025 - INSTITUTO ARTÍSTICO CULTURAL LÍNGUA SOLTA - IACLS, CNPJ 06.945.399/0001-60."
I0216,"PROJETO CARNAVAL DO AMAPÁ 2025 - INSTITUTO ARTÍSTICO CULTURAL LÍNGUA SOLTA - IACLS, CNPJ 06.945.399/0001-60."
I0217,PROJETO CARNAVAL DO AMAPÁ 2025 - INSTITUTO ARTÍSTICO CULTURAL LÍNGUA SOLTA - IACLS - CNPJ 06.945.399/0001-60
I0218,PROJETO CARNAVAL DO AMAPÁ 2025 - INSTITUTO ARTÍSTICO CULTURAL LÍNGUA SOLTA - IACLS - CNPJ 06.945.399/0001-60
I0223,"RECURSO DESTINADO AO INSTITUTO BRASIL DE DESENVOLVIMENTO ECONOMICO (IBRASIL) - CNPJ N° 10.609.971/0001-97, PARA EXECUÇÃO DO PROJETO DE PLANO DE AMOSTRAGEM DE CONTROLE DA QUALIDADE DA ÁGUA PARA CONSUMO HUMANO DO MUNICÍPIO DE OIAPOQUE."
I0228,Transferência de recursos ao Fundo Municipal de Saúde de Amapá para aquisição de equipamentos odontológicos destinados à atenção básica municipal.
I0230,"Apoio à realização do Fórum de Juventude por meio de termo de fomento a ser celebrado com o Instituto Marco Zero da Amazônia - IMAZA, CNPJ nº 12.397.942/0001-34."
I0231,DESTINAÇÃO DE RECURSOS PARA INFRAESTRUTURA DA PREFEITURA DO MUNICIPIO DE TARTARUGALZINHO 
I0232,DESTINAÇÃO DE RECURSOS PARA SAÚDE DA PREFEITURA DO MUNICÍPIO DE FERREIRA GOMES 
I0234,"VALOR DIRECIONADO À PREFEITURA DE CUTIAS, COM OBJETIVO DE CUSTEAR A EXECUÇÃO DE PROJETOS DE ENGENHARIA. "
I0235,"Apoio à realização da I Corrida da Visibilidade Feminina em Santana, por meio de termo de fomento a ser celebrado com o Instituto Meio do Mundo, CNPJ nº 08.962.333/0001-03"
I0240,TRANSFERÊNCIA DE RECURSO FINANCEIROS AO FUNDO MUNICIPAL DE SAÚDE DE CALÇOENE NO AMAPÁ.
I0241,"EMENDA PARA O PROJETO SOCIAL ESPORTIVO E SEGURANÇA - DESCOBERTA DE TALENTOS CNPJ 32.393.040/0001 - 37, PARA APOIO AO JUDÔ."
I0242,EMENDA IMPOSITIVA DESTINADA À SECRETARIA A SECRETARIA DE MUNICIPAL DE SAÚDE DE SANTANA SEMSA - PARA APOIO AO PROJETO MEDICINA INTEGRATIVA NA PROMOCÃO DA SAUDE E DOR CRONICA FIBROMIALGICA? SER A EXECUTADO PELO INSTITUTO SOCIOEDUCACIONAL--ISEAP CNPJ: 48.952.015/0001-86
I0244,"ENVIO DE EMENDA IMPOSITIVA INDIVIDUAL PARA INVESTIMENTO NO PROJETO ""MÃE DO VALE"", PROMOVIDO PELO INSTITUTO CULTURAL EDUCACIONAL FORMAR - ICEF, CNPJ: 46.100.062/0001-76."
I0248,EMENDA IMPOSITIVA DESTINADA À EXECUÇÃO DO PROJETO PÁSCOA ENCANTADA EXECUTADO PELO INSTITUTO CULTURAL EDUCACIONAL FORMAR - ICEF CNPJ: 46.100.062/0001-76
I0249,EMENDA IMPOSITIVA DESTINADA À EXECUÇÃO DO PROJETO ARRAIÁ DOS RESIDÊNCIAS EXECUTADO PELO INSTITUTO CULTURAL EDUCACIONAL FORMAR - ICEF CNPJ: 46.100.062/0001-76
I0250,"Recurso Destinado ao Projeto Férias Solidárias com o Instituto Meio do Mundo-IMM, CNPJ 08.962.333/0001-33"
I0251,?Apoio à realização do projeto ?Páscoa Encantada? por meio de termo de fomento a ser celebrado com o Instituto Cultural Educacional Formar - ICEF
I0254,"Destinação de recursos para Prefeitura de Vitória do Jarí, para à realização do XI FORRÓVIJA"
