codigo,descricao
22000060,"O presente contrato tem por objeto Prestação de Serviços de Limpeza, Conservação e Higienização, Copeiro, Jardineiro, Encarregado e Carregador, compreendendo o fornecimento de mão de obra e materiais como máquinas, equipamentos, ferramentas e utensílios necessários a execução do serviço, visando atender as necessidades dos órgãos e entidades da administração pública do Estado doAmapá., visando atender as necessidades do Instituto de hematologia e Hemoterapia do Amapá ? HEMOAP. "
22000066,"FÊNIX SERVIÇOS ESPECIALIZADOS EIRELI : CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NOS SERVIÇOS DE LIMPEZA E CONSERVAÇÃO, COM FORNECIMENTO DE INSUMOS E MATERIAIS (UNIFORMES E EQUIPAMENTOS)"
22000070,"a Prestação de Serviços de Manutenção Preventiva e Corretiva nos Motores de Popa, Reboques de Embarcações e Embarcações em Alumínio"
22000071,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE CILINDROS DE EQUIPAMENTOS AUTONÔMOS DE PROTEÇÃO RESPIRATÓRIA
22000075,J. B. DA COSTA E CIA
22000087,"O presente contrato tem por objeto a CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO CONTINUADO DE FORNECIMENTO DE ALIMENTAÇÃO (LANCHES PRONTOS E REFEIÇÃO), para atender as demandas do Instituto de Hematologia e Hemoterapia do Amapá ? HEMOA"
22000089,"Prestação de Serviços de em Intermediação de Fornecimento de Combustível mediante Sistema Informatizado com Utilização de Cartão Magnético com senha, para Gerenciamento do Abastecimento de Veículos, Embarcações, Maquinários, Equipamentos e outros serviços prestados por postos credenciados, visando atender as necessidades do Centro de Reabilitação do Estado do Amapá -CREAP. "
22000097,"prestação de serviços continuados de copeiragem, agente de portaria, atendente, jardineiro, piscineiro, com fornecimento de insumos e materiais (uniformes e equipamentos) a serem utilizados na execução dos serviços, visando atender as necessidades da Controladoria Geral do Estado do Amapá."
22000099,"CONCLUSÃO DA OBRA DE REFORMA E AMPLIAÇÃO DO HOSPITAL DA CRIANÇA E DO ADOLESCENTE, NO MINICÍPIO DE MACAPÁ"
22000101,"Contratação de empresa especializada para a prestação de serviço móvel pessoal (SMP), serviço de longa distância (LDN) e internacional (LDI)"
22000102,Contratação de Empresa Especializada na Prestação de Serviço de Recarga e Manutenção de Extintores
22000114,COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA EQUATORIAL.
22000115,"A contratação de serviço de solução corporativa de ferramenta colaborativa em nuvem, incluindo integração, migração e treinamento."
22000121,"Contratação de prestação de serviços continuados de Agente de Portaria e Atendentes, com fornecimento de insumos e matérias (uniformes e equipamentos), a serem utilizados na execução visando atender as necessidades dos órgãos e entidades da administração pública do Estado do Amapá, para atender as necessidades do Instituto de Hematologia e Hemoterapia do Amapá ? HEMOAP"
22000122,C. PEREIRA CARDOSO EIRELI
22000124,"PRESTAÇÃO DE SERVIÇOS CONTINUADOS , AGENTE DE PORTARIA, ATENDENTE..."
22000128,"AQUISIÇAO FERRAMENTA, BANCO DE PREÇOS"
22000130,"O presente Termo de Contrato tem por objeto a Contratação de empresa (pessoa jurídica) especializada na prestação de serviços de gerenciamento de frota, além de grupos geradores e motores de popa, abrangendo o fornecimento de combustíveis e manutenção automotiva e equipamentos em geral, por meio de sistema informatizado, com fornecimento de peças, componentes, acessórios entre outros materiais, inclusive, transporte em suspenso por guincho e socorro mecânico, produtos, serviços mecânicos de toda ordem, elétricos, lanternagem, pintura, lavagem, capotaria, troca e reparos de pneus, alinhamento, balanceamento, por meio de rede de oficinas e centros automotivos credenciados e disponibilizados, com implantação e operação de sistema informatizado e integrado de gestão de frota, para atender os veículos/equipamentos do TRIBUNAL DE JUSTIÇA DO AMAPÁ, conforme descrição e quantitativos especificados no ANEXO II do Termo de Referência."
22000134,Contratação de empresa especializada para prestação de serviço de operação de sistemas multimídia;
22000150,"O objeto do presente Termo de Contrato é a contratação de serviços, por intermédio de empresa especializada para fornecimento sob demanda de refeições tipo (café da manhã, almoço/jantar, lanche, coffee break e coquetel), doravante denominado refeições prontas, in natura e bebidas (não alcoólicas), nas quantidades anuais estimadas previstas na cláusula primeira."
22000170,"Prestação de Serviços Técnicos de instalação, implantação, integração, migração de dados, configuração, parametrização, treinamento, atualização de versão e Suporte Técnico e Cessão de Licença de Direito de Uso de uma solução Tecnológica Unificada de Gestão de Planejamento, Execução Orçamentária, Financeira, Patrimonial e Contábil que atenda as necessidades e especificidades do Governo do Estado do Amapá, incluídos todos seus poderes constituídos, integrando-se aos demais sistemas corporativos do Estado em total consonância com a legislação pertinente. Os serviços serão prestados nas condições estabelecidas no Projeto Básico, os quais integram este instrumento, independente da transcrição."
22000173,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, FORNECIMENTO DE PEÇAS E ASSISTÊNCIA TÉCNICA 24H PARA ELEVADORES"
22000182,"PRESTAÇÃO DE SERVIÇO TÉCNICO PARA REALIZAÇÃO DO CONTROLE DE VETORES E PRAGAS URBANAS ? DESINSETIZAÇÃO, DESRATIZAÇÃO, DESCUPINIZAÇÃO, CONTROLE DE MOSQUITOS E CONTROLE DE POMBOS/ MORCEGOS, COM FORNECIMENTO DE MÃO DE OBRA, INSUMOS, MATERIAIS, EQUIPAMENTOS E FERRAMENTAS NECESSÁRIOS À EXECUÇÃO DOS SERVIÇOS, NAS ÁREAS INTERNAS E EXTERNAS "
22000183,Aquisição de Aeronaves Remotamente Pilotadas ? RPA (Drones)
22000192,"2.2. Contratação de Empresa Especializada no Serviço de Coleta, Transporte, Tratamento e Destinação Final de Resíduos dos Grupos A, B, D e E, para atender as necessidades do Instituto de Hematologia e Hemoterapia do Amapá ? HEMOAP"
22000194,SERVIÇO ORGANIZAÇÃO DE EVENTOS
22000202,"OBRA DE CONSTRUÇÃO DA CASA DA MULHER BRASILEIRA, NO ESTADO DO AMAP'A"
22000225,Serviço de impressão de projetos arquitetônicos e complementares (plotagem)
22000229,PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES TERRESTRES.
22000230,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA REALIZAÇÃO DE EXAMES LABORATORIAIS (SOROLOGIA) QUE UTILIZAM A METODOLOGIA DE QUIMILUMINESCÊNCIA OU ELETROQUIMILUMINESCÊNCIA NO LABORATÓRIO DO HEMOAP, COM FORNECIMENTO DE INSUMOS, REGANTES, CONSUMÍVEIS E CESSÃO DE EQUIPAMENTOS EM REGIME DE COMODATO, SEM ÔNUS, para atender as demandas do Instituto de Hematologia e Hemoterapia do Amapá ? HEMOAP"
22000255,CARDODO & SILVA CONSTRUÇÕES E SERVIÇOS LTDA - EPP
22000263,"O objeto do presente Termo de Contrato é a contratação de empresa para fornecimento de mão de obra especializada de Pessoa com Deficiência para a prestação de serviços de gestão documental, tratamento arquivístico e apoio administrativo nas áreas de ouvidoria e recepção/balcão virtual, compreendendo o fornecimento de toda a infraestrutura tecnológica necessária, como: softwares, scanners, computadores, servidores de armazenamento de imagens, servidor de processamento e reconhecimento ótico de caracteres (OCR), materiais de consumo, equipamentos de proteção individual (EPI) e demais equipamentos adequados/necessários à execução dos trabalhos. "
22000267,"Contratação de extensão de garantia para CHASSI HP BLADESYSTEM C7000, seus módulos, componentes e lâminas."
22000274,"SERVIÇO MÓVEL PESSOAL (SMP), FORNECIMENTO LINHAS E DADOS"
22000298,"PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÃO, DESINSTALAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA DE CONDICIONADORES DE AR. "
22000304,ELEC INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA
22000321,OBRA E SERVIÇOS DE ENGENHARIA PARA AMPLIAÇÃO DO HOSPITAL ESTADUAL DE OIAPOQUE-HEO.-AP/CONSTRUÇÃO DO CENTRO DE TRATAMENTO INTENSIVO.
22000327," locação de imóvel situado na Avenida Procópio Rola, nº: 500, bairro: Central, Macapá/AP, CEP: 68.900-000"
22000345,Orientação por escrito em licitações e contratos. Acesso anual Zênite Fácil.
22000368,O objeto do presente contrato é a contratação de empresa de telecomunicações para prestação de serviço de comunicação de dados por meio de link terrestre de dados dedicado via fibra óptica para interconexão entre a sede do TJAP (Macapá) e a Comarca de Oiapoque (LAN-TO-LAN);
22000370,"AMPLIAÇÃO E ADAPTAÇÃO, 2ª ETAPA, DO HOSPITAL REGIONAL DE PORTO GRANDE"
22000373,"CONSTRUÇÃO DO CENTRO DE APOIO AO TURISTA, EM FERREIRA GOMES."
22000383,ELABORAÇÃO DE PROJETOS
22000385,Parcelamento Previdenciário - Aditivo Segurado MILITAR
22000396,"O objeto do presente instrumento é a contratação de serviços de fornecimento, sob demanda, de refeições tipo (café da manhã, almoço/jantar, lanche, coffee break e coquetel), doravante denominado refeições prontas, in natura e bebidas (não alcoólicas), que serão prestados nas condições estabelecidas no Projeto básico, à Escola Judicial do Amapá."
22000397,"O objeto do presente instrumento é a contratação de serviços de fornecimento, sob demanda, de refeições tipo (café da manhã, almoço/jantar, lanche, coffee break e coquetel), doravante denominado refeições prontas, in natura e bebidas (não alcoólicas), que serão prestados nas condições estabelecidas no Projeto básico, ao Tribunal do Júri da Comarca de Macapá."
22000398,"O objeto do presente instrumento é a contratação de serviços de fornecimento, sob demanda, de refeições tipo (café da manhã, almoço/jantar, lanche, coffee break e coquetel), doravante denominado refeições prontas, in natura e bebidas (não alcoólicas), que serão prestados nas condições estabelecidas no Projeto básico, à Sede do TJAP."
22000402,Parcelamento previdenciário Nº 4328322/22
22000403,Parcelamento previdenciário Nº 642705097/22
22000404,REFINANCIAMENTO DE DÍVIDAS COM BASE NA LEI COMPLEMENTAR Nº 178/2021 - HONRAS DA UNIÃO
22000405,"Contratação de licenciamento da Plataforma Blip, destinada à construção, integração e evolução de contatos inteligentes (Chatbots) para atendimento e relacionamento com multiusuários, sendo a critério da CONTRATANTE a integração de aplicativos Web Chat(portal), Facebook Messenger, Facebook Workplace, WhatsApp Official Business API, Instagram, Microsoft Teams, Telegram, Google Business Message, com interação de aplicativos móveis Android e IOS"
22000416,"O objeto do presente instrumento é a contratação de serviços de fornecimento, sob demanda, de refeições tipo (café da manhã, almoço/jantar, lanche, coffee break e coquetel), doravante denominado refeições prontas, in natura e bebidas (não alcoólicas), que serão prestados nas condições estabelecidas no Projeto básico, ao Fundo de Apoio aos Juizados da Infância e Juventude (FAJIJ)."
22000420,Locação de imóvel para atender às necessidades do núcleo regional de Santana - DPE/AP
22000422,"Contratação de extensão de garantia para DATA CENTER MODULAR INDOOR, incluindo todos os sistemas e subsistemas e compõem a infraestrutura da solução."
22000433,AQUISIÇÃO DE CENTRAIS DE AR DE 18MIL E 24MIL BTUS.
22000435,Contratação de empresa especializada na prestação de serviços de fornecimento continuado de oxigênio medicinal
22000437,"Contratação de empresa especializada na prestação, de forma contínua, dos Serviços de Vigilância Patrimonial Armada, diurna e noturna,, mediante locação de mão de obra, a serem executados nas dependências dos prédios do Tribunal de Justiça do Amapá, na capital e nos interiores"
22000440,SERPRO - SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS.
22000441,Contratação de empresa especializada em prestação de serviços de seguro de vida em grupo de 65 estagiários para DPE/AP
22000454,Contratação de empresa de telecomunicações para prestação de serviços de comunicação de dados por meio de link terrestre de dados dedicado via fibra óptica para interconexão entre a sede do TJAP (Macapá) e a comarca de Vitória do Jari (LAN-TO-LAN).
22000462,"CONCLUSÃO DE 118 UNIDADES HABITACIONAIS NO BAIRRO DO CONGÔS, MUNICÍPIO DE MACAPÁ-AP"
22000469,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO CONTÍNUO, SEM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, PARA REALIZAÇÃO DE EXAMES (HEMATOLÓGICOS, BIOQUÍMICOS E DE COAGULAÇÃO) EM AMOSTRAS HUMANAS DO LABORATÓRIOS DE ANÁLISES CLÍNICAS, COM FORNECIMENTO DE INSUMOS E REAGENTES E CESSÃO DE EQUIPAMENTOS EM REGIME DE COMODATO."
22000485,"O presente instrumento tem por objeto a contratação de empresa especializada na prestação de SERVIÇOS de EXAMES LABORATORIAIS de DNA (ácido desoxirribonucléico), por empresa especializada, para atender as requisições nos Processos Judiciais de Investigação de Paternidade em tramitação nas Comarcas do Estado do Amapá, nas quantidades contidas na cláusula primeira. "
22000493,"O presente contrato tem por objeto a prestação dos serviços de organização e execução de eventos e serviços correlatos (decoração, sonorização, locação de tendas e espaço físico e outros), visando atender as necessidades do Tribunal de Justiça do Estado do Amapá."
22000504,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE. 
22000505,AQUISIÇÃO DE ÁGUA MINERAL DE 20 LITROS
22000516,AQUISIÇÃO DE MICROCOMPUTADOR
22000538,CONTRATACAO DA PLATAFORMA DE SEGURANCA EM NUVEM GOVSHIELD - MODALIDADE OURO
22000552,SERVIÇO DE SEGURO TOTAL PARA OS VEÍCULOS DA DEFENSORIA PÚBLICA DO ESTADO DO AMAPÁ
22000555,MANUTENÇÃO SUSTENTAÇÃO DE SISTEMA SOFTWARE
22000556,"O presente instrumento contratual tem por objeto a contratação de pessoa jurídica especializada na prestação de serviços de condução de veículos, a fim de conduzir os veículos oficiais pertencentes à frota do Tribunal de Justiça Estado do Amapá, bem como daqueles eventualmente cedidos, requisitados ou locados, utilizados no deslocamento de autoridades e servidores, além do transporte de materiais e outros equipamentos."
22000557,OFICINA ORTOPÉDICA DO CENTRO DE REABILITAÇÃO DO AMAPÁ - CREAP
22000559,"AMPLIAÇÃO E ADAPTAÇÃO DA ESCOLA ESTADUAL DE TEMPO INTEGRAL, RAIMUNDA VIRGULINO, NO MUNICÍPIO DE MACAPÁ-AP"
22000560,"REFORMA E AMPLIAÇÃO DA ESCOLA ESTADUAL DOUTOR MURILO BRAGA, NO MUNICÍPIO DE MAZAGÃO/AP."
22000562,"REFORMA E AMPLIAÇÃO DA ESCOLA ESTADUAL CATARINA DANTAS TIBÚRCIO, NO MUNICÍPIO DE SANTANA / AP "
22000564,PARCELAMENTOS DE IRRF 
22000565,PARCELAMENTO PREVIDENCIÁRIO DO RPPS JUNTO AMPREV
22000567,CONTRATAÇÃO DE LINK DE INTERNET
23000001,"Contratação de empresa para fornecimento continuo de abastecimento de água potável, coleta e tratamento de esgoto sanitário."
23000002,"O objeto do presente contrato é a Contratação de Empresa Concessionária de Serviço Público para a prestação do serviço público de abastecimento de água e coleta de esgoto sanitário dos imóveis (economias) de responsabilidade do TJAP, conforme detalhamento presente no projeto básico e seus anexos."
23000022,CONTRATAÇÃO DE TELEFONIA MÓVEL
23000023,"Contratação de empresa para o fornecimento de forma continua de energia elétrica para atender as necessidades permanentes do prédio sede, núcleos regionais e futuras inclusões, alterações ou substituições"
23000025,"O objeto do presente contrato é a contratação de empresa especializada para a prestação de Serviço Telefônico Fixo Comutado (STFC) no âmbito local, por meio de Troncos SIP e fornecimento de serviço utilidade pública 0800, a fim de atender ao TJAP"
23000026,FERRAMENTA DE PESQUISA E COMPARAÇAO DE PREÇOS PRATICADOS PELA ADMINISTRAÇAO PUBLICA EM TODO O TERRITORIO NACIONAL.
23000028,LOCAÇÃO DE IMÓVEL
23000030,Comunicação corporativa SDWAN gerencia de redes pro ativa solução de connectividade dentre outros.
23000033,"Prestação de Serviço de Recarga e Manutenção de Extintores, visando atender as necessidades da Polícia Militar do Estado do Amapá"
23000034, Prestação de Serviços de Controle e Combate a Pragas
23000035,contratação de Empresa Especializada na Prestação de Serviços de Coleta Externa
23000040,Contratação de Empresa para a Aquisição de Insumos para a Coleta e Produção de Hemocomponentes com Locação de Equipamentos para o Instituto de Hematologia e Hemoterapia do Amapá ? HEMOAP.
23000047,SERPRO
23000049,CONTRATAÇÃO DE SOFTWARE COMO SERVIÇO (SAAS)
23000055,PARCELAMENTO DEVOLUÇÃO FNDE
23000058,Contratação de Empresas Especializadas nos serviços e Fornecimento de Órteses e próteses e meios auxiliares de locomoção para atender pessoas cadastradas no programa de concessão de órteses e Prótesees.
23000060, LOCAÇÃO DE VEÍCULOS.
23000075,"O objeto do presente contrato é a prestação de serviços de assistência técnica e manutenção preventiva e corretiva, sob demanda, com o fornecimento de peças, administrados em 06 (seis) equipamentos SCANNERS DE RAIOS-X DE FABRICAÇÃO NUCTECH, MODELO CX6040BI, ANO 2012."
23000096,"CONTRATAÇAO DE EMPRESA ESPECIALIZADA PARA REALIZAR SERVIÇOS DE RECARGA DE TONER E CARTUCHOS, PARA ATENDER AS NECESSIDADES DA PCA E SEUS NUCLEOS."
23000110,O presente contrato tem como objeto a contratação de empresa para expansão de armazenamento em nuvem pública ? S3 longa retenção enterprise e de horas de serviços de consultoria e suporte para solução de backup (consultoria).
