codigo,descricao
250030,INTERMUNICIPAL DE FUTSAL ADULTO MASCULINO E ADULTO FEMININO: CURSO DE ARBITRAGEM E SURSO DE TREINADOR (WORSHOP)
250031,"9 EDIÇÃO DA CORRIDA E CAMINHADA DA MULHER,"
250032,"Celebração do Termo de Fomento n.º 002/2025-SEAS/AP, para execução da ?V Reunião Ordinária do Fórum Nacional de Gestores de Juventude (FONAJUVE) no Estado do Amapá e caravana dos 20 anos?, que ocorrerá nos dias 27 e 28 de março de 2025, oriundo da Emenda Parlamentar Cód. I0230, nos termos do Art. 29 da Lei n.º 13.019/14."
250033,I CORRIDA DA VISIBILIDADE FEMININA EM SANTANA 
250034,SUMMIT AMAPÁ 2025
250037,CONTRATO DE PATROCÍNIO Nº 002/2025: PROJETO: CARAVANA AMAPÁ ? WTM LATIN AMERICA 2025
250038,Serviço de Limpeza e Conservação
250044,"Contrato de Patrocínio n° 002/2025- SETEC. O objeto do presente contrato é concessão de patrocínio para a realização da terceira edição do Inova Amazônia Summit 2025, um evento de negócios, vinculado ao projeto Inova Amazônia, que representa uma oportunidade para conscientizar a sociedade sobre a importância de integrar sustentabilidade e desenvolvimento econômico, além de posicionar o Amapá, a região e o Sistema Sebrae como um dos principais articuladores de eventos Pré-COP 30."
250045,TERMO DE FOMENTO Nº 011/2025 - PROJETO: CURSOS DE CAPACITAÇÃO NA FAVELA
250048,"Projeto ""PORTO GRANDE EM FESTA 2025"""
250049,Projeto itaubal 33 anos
250051,TERMO DE FOMENTO N° 012/2025 - PROJETO: MÃES DO VALE ? TURISMO DE BEM - ESTAR E SAÚDE FEMININA
250053,"CONTRATO DE PATROCÍNIO Nº 003/2025 - PROJETO: PROGRAMA MEIO DO MUNDO DE APOIO AO EMPREENDEDORISMO, À CAPACITAÇÃO PROFISSIONAL, À INTEGRAÇÃO DE PRODUTORES CHEFS E RESTAURANTES"
250054,CONTRATO DE PATROCÍNIO Nº 004/2025 - PROJETO: PARQUE DAS POROROCAS
250055,"PROJETO ""DIA DE CABRALZINHO"""
250056,"O presente CONVÊNIO tem por objeto a execução de ações e serviços de saúde no município de Calçoene, em regime de cooperação mútua entre os partícipes, visando à melhoria do atendimento à população, conforme Plano de Trabalho anexo, que integra este instrumento."
250058,"O presente CONVÊNIO tem por objeto a execução de ações e serviços de saúde no município de Porto Grande, em regime de cooperação mútua entre os partícipes, visando à melhoria do atendimento à população, conforme Plano de Trabalho anexo, que integra este instrumento."
250062,CONTRATO DE PATROCÍNIO Nº 005/2025 - PROJETO: ENCONTRO DOS PRESIDENTES E CONSELHEIROS ? ABAV NACIONAL
250063,"O TERMO DE FOMENTO DO PROJETO DE EDUCAÇÃO POPULAR EM SAÚDE AMBIENTAL DO INSTITUTO DE DESENVOLVIMENTO ECONÔMICO - IBRASIL. TEMA: ""Cuidar da água é cuidar da vida?."
250064,TERMO DE COLABORAÇÃO ENTRE O IAPEN E O CONSELHO DA COMUNIDADE NA EXECUÇÃO PENAL
250065,"PROJETO ""ANIVERSÁRIO DE 80 ANOS DO MUNICÍPIO DE OIAPOQUE"""
250067,6º FEST CASTANHA DA RESEX CAJARI
250070,?PROJETO DE INTERVENÇÕES ARTÍSTICAS E DE AMBIENTAÇÃO CULTURAL DO MUSEU KUAHÍ?
250071,"Celebração do Termo de Fomento n.º 001/2025-SEAS, cujo objeto é o repasse financeiro que visa a execução do projeto ""UNIÃO E ENERGIA"", para fins de custeio de energia elétrica da entidade beneficiária."
250072,Serviço de Limpeza e Conservação
250073,CONTRATO DE PATROCÍNIO Nº 006/2025 - PROJETO: 4° CIRCUITO AMAPÁ GOSPEL
250074,CONTRATO DE PATROCINIO PARA O EVENTO - ESPETACULO TEATRAL O CORPO DE CRISTO
250075,"AMAPÁ, TERRA DAS ÁGUAS E DA LIBERDADE A AMAZÔNIA NEGRA BRASILEIRA;"
250077,PROJETO ARRAIA FERREIRENSE
250078,PROJETO ARRAIA FERREIRENSE
250081,"PROJETO ?CIRCUITO CULTURAL 2025?, A SER REALIZADO NO MUNICÍPIO DE SANTANA.-SANCULT"
250082,Projeto Arraial dos Residenciais (2° Edição)
250084,"PROJETO ""MOSAICO CULTURAL"""
250085,"TERMO DE FOMENTO Nº 013/2025 - PROJETO: LATITUDE ZERO - MÚSICA, TURISMO E OPORTUNIDADES"
250086,PROJETO ?CALENDÁRIO CULTURAL DE TARTARUGALZINHO?
250087,PROJETO PLANO DE AMOSTRAGEM DE CONTROLE DA QUALIDADE DA ÁGUA PARA CONSUMO HUMANO DA CIDADE DE OIAPOQUE/AP.
250088,"PROMOÇÃO DA VIGILÂNCIA EM SAÚDE NO MUNICÍPIO DE PORTO GRANDE, COM ÊNFASE EM AÇÕES INTEGRADAS DE EDUCAÇÃO EM SAÚDE, MEIO AMBIENTE E SEGURANÇA ALIMENTAR (MANIPULAÇÃO DE ALIMENTOS)."
250089,CONTRATO DE PATROCÍNIO Nº 008/2025 - PROJETO: 3ª CONGRESSO MEDICO AMAPAENSE 2025
250091,CONTRATO DE PATROCÍNIO Nº 009/2025 - PROJETO: 2ª EDIÇÃO DO PROJETO JORNADA GOSPEL 2025
250092,ARRAIÁ AMAZÔNICO ? CULTURA INCLUSÃO E SUSTENTABILIDADE
250093,ARRAIÁ DO POVO 2025
250094,TERMO DE COLABORAÇÃO ENTRE O IAPEN E A APAC
250095,Saúde que Navega e Alcança: Ampliação do Acesso aos Serviços de Saúde nas Comunidades Rurais e Ribeirinhas de Mazagão/AP
250096,"PROJETO ?SAÚDE EM FOCO: CIRCUITO HABITACIONAIS?, "
250097,PROMOÇÃO A SAÚDE - EDUCAÇÃO EM SAÚDE NA ÁREA DE CONTROLE E PREVENÇÃO DA MALÁRIA
250098,?Festividade de Nossa Senhora da Piedade? União Folclórica de Igarapé do Lago-UFIL 
250101,"PROJETO ""FORROJARI 2025"""
250102,"Celebração do Termo de Fomento n.º 003/2025-SEAS, cujo objeto é a execução do projeto ""2ª CORRIDA PELA VIDA - UNIDOS CONTRA O CÂNCER?, a ser realizada na data de 03/08/2025, que constitui um evento de atividades esportivas e educativas para prevenção e combate ao câncer. Emenda Parlamentar n.º 10135."
250103,PRIMEIRO ADITIVO AO TERMO DE FOMENTO N.º 011/2024 ?ACOLHENDO VIDAS - 2024/2025? - CASA DA HOSPITALIDADE.
250104,2ª CORRIDA CONTRA O FEMINICÍDIO
250105,"PROJETO ""FORROZÃO DO POVO 2025"""
250106, Aquisição de Concreto Betuminoso - CBUQ
250108,"PROJETO ""FORROVIJA 2025"""
250110,CONTRATO DE PATROCÍNIO Nº 010/2025 - PROJETO MUNDO AMAPÁ ? A NOVA FRONTEIRA DA AMAZÔNIA
250112,"PROJETO ""FESTA DE SÃO TIAGO 2025"""
250113,"FESTA KUAHI - VALORIZAÇÃO DA CULTURA POPULAR, CRIATIVA E DO PATRIMÔNIO HISTÓRICO CULTURAL DO ESTADO DO AMAPÁ"
250114,"TERMO DE FOMENTO PARA O PROJETO ""ÁFRICA, QUE A BAHIA CONTA - INSTITUTO DA EDUCAÇÃO, CULTURA E AÇÃO SOCIAL"
250116,PROJETO FORTE ROCK 2025
250117,?CALÇOENE VERÃO 2025?
250118,CARNAGUARI 2025
250119,REPASSE DE RECURSOS FINANCEIROS DESTINADOS A CUSTEIO DE MANUTENÇÃO URBANISTA DE LOCAÇÃO DE CAÇAMBA 5m³ (CONTÊINER) PARA O MUNICÍPIO DE TARTARUGALZINHO/AP
250120,"Termo de Fomento com a Associação dos Renais Crônicos e Transplantados do Pará ? IBRAS, no âmbito do projeto intitulado ?CARRETA DELAS?."
250123,"CONTRATO DE PATROCÍNIO Nº 011/2025 - ?PROJETO CARNAVAL DO AMAPÁ 2026: CULTURA, IDENTIDADEE DESENVOLVIMENTO"
250124,"Celebração do Termo de Fomento n.º 004/2025 ? SEAS, cujo objeto é o repasse financeiro que visa a execução do Projeto ?Conecta Amapá ? Divulgação de Informativos Digitais e Serviços de Atendimento ao Cidadão, Utilizando Inteligência Artificial?, com objetivo de integração e o conhecimento efetivo entre a Secretaria da Assistência Social do Estado do Amapá e os cidadãos beneficiários das políticas públicas."
250126,LIMPEZA COM DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS URBANOS DO MUNICÍPIO DE SERRA DO NAVIO/
250127,?SHOW MUSICAL 4 CANTOS DA FLORESTA?
250128,"INSTITUTO MARCO ZERO DA AMAZONIA - IMAZA, QUE CELEBRAM ENTRE SI O ESTADO DO AMAPÁ, POR MEIO DA SECRETARIA DE ESTADO DA JUVENTUDE ? SEJUV, E O INSTITUTO MARCO ZERO DA AMAZÔNIA ? IMAZA"
250129,MARCHA PARA JESUS
250131,TERMO DE FOMENTO Nº 014/2025 - PROJETO: 54ª EXPOFEIRA DA AMAZÔNIA: AMAZÔNIA SUSTENTÁVEL E DESENVOLVIDA
250132,"Projeto Acolher Vidas: Acolhimento Além da Aceitação. Este projeto visa atender, de forma integral e humanizada, a população ostomizada, garantindo o acesso a cuidados médicos, psicológicos, nutricionais, assistência social e profissional."
250135,QUADRA JUNINA 2025
250136,"MUSART E ESTA SECULT VISANDO A EXECUÇÃO DO PROJETO ""II FESTIVAL AMAZÔNIA ECO MÚSICA"
250137,"CONTRATO DE PATROCÍNIO Nº 012/2025 - PROJETO: EXPOFEIRA NA REDE - DESENVOLVIMENTO, CULTURA E TURISMO"
250138,relização do Amapá Agro Summit
250139,relização do Amapá Agro Summit
250143,TERMO DE FOMENTO Nº 001/2025/SETEC/AP
250146,"""13 DE SETEMBRO - COMEMORAÇÃO DA CRIAÇÃO DO TERRITÓRIO FEDERAL DO AMAPÁ"""
250147,Projetos Básicos e Executivos de Arquitetura
250149,"Projeto de Educação Popular em Saúde por meio de ações comunitárias de vigilância e saúde , com foco na prevenção às Infecções Sexualmente Transmissíveis (ISTs) nas escolas da rede estadual de ensino da capital"
250151,Realização de Evento que fazem parte do Aniversário de Vitória do Jari
250154,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DO CENTRO DE ESPECIALIDADES ODONTOLÓGICAS (CEO), NO MUNICÍPIO DE MACAPÁ/AP"
250155,"TERMO DE FOMENTO DO PROJETO ""DE OLHO NA MALÁRIA"" 1º ADITIVO"
250156,1º ADITIVO DO TERMO DE FOMENTO DO PROJETO DE OLHO NA MALÁRIA
250157,VITÓRIA FEST 2025
250158,CONTRATO DE PATROCÍNIO Nº 001/2025 - PROJETO: 2º FESTIVAL EQUINÓCIO DA PRIMAVERA 2025
250159,CONTRATO DE PATROCÍNIO Nº 004/2025-SETEC
250162,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DO CENTRO DE ESPECIALIDADES ODONTOLÓGICAS (CEO), NO MUNICÍPIO DE MACAPÁ/AP"
250163,"Celebração do Termo de Fomento n.º 005/2025-SEAS, cujo objeto é o repasse financeiro para custeio das despesas de execução do Projeto Social ?FÉRIAS SOLIDÁRIAS?, no período de 14/09/2025 à 31/12/2025, a fim de assegurar os direitos das pessoas em situação de risco e vulnerabilidade social, promovendo a segurança alimentar e o bem-estar durante o período de férias em comunidades carentes do Estado do Amapá, oferecendo suporte nutricional e promovendo a inclusão social."
250164,TERMO DE FOMENTO Nº 015/2025 - PROJETO: XXII FESTIVAL DO PIRARUCU
250165,TERMO DE FOMENTO Nº 016/2025 - PROJETO: FESTIVAL DO ABACAXI
250166,TERMO DE FOMENTO Nº 017/2025 - PROJETO: XX FESTIVAL DO CUPUAÇU
250167,CONTRATO DE PATROCÍNIO Nº 001/2025 - PROJETO: 2º FESTIVAL EQUINÓCIO DA PRIMAVERA 2025
250170,"Celebração do Termo de Fomento n.º 005/2025-SEAS, cujo objeto é o repasse financeiro para custeio das despesas de execução do Projeto Social ?FÉRIAS SOLIDÁRIAS?, no período de 14/09/2025 à 31/12/2025, a fim de assegurar os direitos das pessoas em situação de risco e vulnerabilidade social, promovendo a segurança alimentar e o bem-estar durante o período de férias em comunidades carentes do Estado do Amapá, oferecendo suporte nutricional e promovendo a inclusão social."
250172,CONTRATO DE PATROCÍNIO Nº 013/2025 - PROJETO: CARAVANA AMAPA ? ABAV EXPO 2025
250175, FOLIA LITERÁRIA INTERNACIONAL DO AMAPÁ ? 2025 
250176,MARÉ LITERÁRIA
250181,CONTRATO DE PATROCÍNIO Nº 001/2025 - PROJETO: 2º FESTIVAL EQUINÓCIO DA PRIMAVERA 2025
250182,LIMPEZA COM DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS URBANOS 
250184,"Celebração do Termo de Fomento n.º 007/2025-SEAS, cujo objeto visa o custeio de alimentos, material de limpeza, higiene pessoal e fraldas geriátricas da instituição Casa Padre Luigi Brusadelli - Projeto ""Unidos Para Manter"", Referente a PROGRAMAÇÃO n.º 160000020230001."
250185,ARCANJOS - ANJOS DA UMBANDA
250186,"""MACAPÁ ESPORTE"""
250187,ARTES NAS RUAS
250188,LIMPEZA COM DESTINAÇÃO FINAL DOS RESÍDUOS SÓLIDOS URBANOS 
250189,TERMO DE COLABORAÇÃO Nº 001/2025/SETEC/AP
250193,Reforma e Requalificação da Praça Chico Pinheiro
250195,"TERMO DE FOMENTO QUE CELEBRAM ENTRE SI O ESTADO DO AMAPÁ, POR MEIO DA SECRETARIA DE ESTADO DA JUVENTUDE - SEJUV, E O SERVIÇO DE APOIO AS MICRO E PEQUENAS EMPRESAS DO AMAPÁ - SEBRAE/AP,"
250197,TERMO DE FOMENTO Nº 018/2025 - PROJETO: A COROA E O TAMBOR: O LEGADO MIRIM DA BOÊMIA
250198,38° ANIVERSÁRIO DE LARANJAL DO JARÍ
250201, Projeto Intercâmbio Cultural para Jovens na COP 30
250203,1º TERMO ADITIVO DE FOMENTO DO PROJETO DE OLHO NA MALÁRIA.
250204,LIMPEZA URBANA NO MUNICÍPIO DE CALÇOENE/AP
250205,LIMPEZA URBANA NO MUNICÍPIO DE OIAPOQUE-AP..
250207,"Celebração do termo de fomento n.° 006/2025, cujo objeto é o o repasse de recursos Financeiros, oriundo da Emenda Parlamentar Impositiva n.º I0039, destinados ao custeio das atividades da Obra Social Nossa Senhora da Glória - Fazenda da Esperança, voltadas ao acolhimento de jovens e adultos do sexo masculino, com idades entre 18 e 60 anos, para tratamento, prevenção e reabilitação do uso de drogas, álcool e outras dependências, visando à melhoria da qualidade de vida dos beneficiários e ao aprimoramento dos serviços prestados pela instituição"
250208,VIVA SANTANA 38 ANOS
250209,"PROJETO ""1° CORRIDA DA JUVENTUDE - EDIÇÃO NOTURNA"""
250210,Convênio nº015/2025 LIMPEZA URBANA E DESTINAÇÃO FINAL DOS RESIDUOS SOLIDOS URBANOS
250212,"Celebração do Termo de Convênio n.º 01/2025-SEAS, que tem por objeto a execução da Ação 2 do Projeto Qualifica + Renda da Educação Alimentar e Nutricional, consistindo na realização de oficinas profissionalizantes na área de Alimentos e Bebidas, voltadas à qualificação social e inclusão produtiva de pessoas em situação de vulnerabilidade, preferencialmente beneficiárias do CadÚnico, no Estado do Amapá."
250215,Projeto Natal Luz 2025 (2° Edição)
250216,"Celebração do Termo de Fomento n.º 08/2025-SEAS, cujo objeto é o repasse de recursos financeiros para a execução do Projeto ?LUTANDO PELA VIDA?, com objetivo de custear as atividades essenciais da instituição, fortalecendo sua atuação no apoio a crianças e adolescentes em tratamento contra o câncer no Estado do Amapá."
250219,"2º TERMO ADITIVO DE FOMENTO DO PROJETO DE OLHO NA MALÁRIA,"
250223,"Reforma e adaptação do Serviço de Atendimento ao Público, contemplando Recepção, Serviço Social, Consultórios, Fachada e Salas de Ultrassonografia."
250224,"Projeto ?Te Apoio Amapá - Acolhimento e inclusão para todos?, emenda impositiva parlamentar Dep. Aldilene Souza"
250226,Limpeza Urbana
250228,"Aquisição de novas mobílias para o setor de ultrassom, com o propósito de modernizar e adequar o ambiente físico às necessidades atuais do serviço"
250229,PROJETO FIM DE ANO AMAZÔNICO ? ESPERANÇA E FRATERNIDADE 
250231,TERMO DE FOMENTO Nº 019/2025 - PROJETO: A HISTÓRIA VIVA DO SAMBA NEGRO
250232,"""APOPIO PARA CATEGORIA DE BASE SUB15 SE E 20 DE FUTEBNOL DO SÃO PAULO ESPORTE CLUBE DO AMAPÁ"""
250233,?DIVERSIDADECULTURAL2025-6ªEDIÇÃO?
250236,?FESTA DE SANTA BÁRBARA E DIA DO EVANGÉLICO 2025
250237,PROJETO DE CONSCIENTIZAÇÃO E PREVENÇÃO DA GRAVIDEZ NA ADOLESCÊNCIA - LAÇOS DE CUIDADO
250238,Adaptação do Laboratório de Análises Clínicas do Centro de Promoção Humana Frei Daniel de Samarate
250240,TERMO DE FOMENTO Nº 020/2025 - PROJETO: RÉVEILLON DE CALÇOENE 2025/2026
250241,"AQUISIÇÃO DE MOBILIÁRIO, INFORMÁTICA, CLIMATIZAÇÃO E EQUIPAMENTO DO NOVO ESPAÇO DO SERVIÇO DE OFTALMOLOGIA"
250242,"Celebração do Termo de Fomento n.º 09/2025-SEAS, cujo objeto é o repasse de recursos financeiros, oriundo da Emenda Parlamentar Cód. I0383, para a execução do Projeto ""CUIDANDO DA MENTE, CULTIVANDO O FUTURO: SAÚDE MENTAL NO AMBIENTE ESCOLAR"", cujo objetivo é promover a saúde mental, o bem-estar psicossocial e o desenvolvimento integral dos estudantes da rede estadual de ensino, por meio de ações estruturadas de prevenção, promoção e educação socioemocional, articulando a escola, a família e os serviços públicos de saúde como rede integrada de cuidado e apoio."
250243,REFORMA E ADAPTAÇÃO DOS CONSULTÓRIOS MÉDICOS ESPECIALIZADOS DO CENTRO DE PROMOÇÃO HUMANA FREI DANIEL DE SAMARATE
250244,TERMO DE FOMENTO Nº 001/2025 ORIUNDO DO EDITAL DE CHAMAMENTO PÚBLICO PARA CREDENCIAMENTO DE CONTRATO DE PATROCÍNIO E TERMO DE FOMENTO
250247,OS SONS DO MAESTRO NONATO LEAL
250248,PROJETO OFICINA DE DANÇA OIAPOQUE 2026
