codigo,descricao
230479,"O presente Convênio tem por objeto ""Modernizar a infraestrutura tecnológica da Procuradoria-Geral do Estado do Amapá - PGE, por meio da aquisição de equipamentos de informática para a PGE/AP."""
230480,TECNOVA III SUBVENÇÃO ECONOMICA - FINEP
230486,"CONSTRUÇÃO DO MERCADO POPULAR DO HABITACIONAL JARDIM AÇUCENA, NO MUNICÍPIO DE MACAPÁ/AP"
230494,"Reforma do Teatro das Bacabeiras, no Município de Macapá-AP"
230495,"Contratação de Empresa Especializada para Construção da Feira do Produtor, no Habitacional São José, no Município de Macapá/AP - Contrato de Repasse nº950179/2023."
230496,"Contratação de Empresa Especializada para Revitalização de 23 Quadras Poliesportivas, incluindo Serviços de Regularização de Contrapiso, Instalação de Piso Modular Esportivo, Equipamentos Esportivos e Mobiliário no Estado do Amapá - Contrato de Repasse nº951678/2023"
240003,Construção da Sede Regional da Defensoria Pública no Estado do Amapá - Município de Laranjal do Jari.
240009,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE
240138,Construção da Sede Regional da Defensoria Pública no Estado do Amapá - Município de Amapá.
240140,IMPLANTAÇÃO E INSTALAÇÃO DE SISTEMA ELETRICO E KITS FOTOVOLTAICO PARA ATENDER A SEDE E NÚCLEOS DA DEFENSORIA PÚBLICA DO ESTADO DO AMAPÁ
240285,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE
240312,"semirreboque furgão de alumínio; Acessórios: 02 eixos e suspensão pneumática, adaptado e equipado para ser a Unidade Móvel de Saúde da Mulher, com todas as instalações, equipamentos, tecnologia e mobiliários, inclusive garantia"
240317,"Aquisição de viatura, brinquedos, eletrodomésticos, equipamentos de TI, mobiliário e equipamento de perícia para Polícia Científica do Amapá."
240318,PTS RESIDENCIAL MIRACEMA MOD I
240319,Aquisição de veículos.
240329,"Construção do Centro Multiuso Cidade Tucuju, no Município de Macapá/AP."
240347,"Construção de Escola de Tempo Integral no Conjunto Habitacional Macapaba, no Município de Macapá/AP - CONVENIO Nº 965508/2024'"
240348,Projetos para Elaboração de Estudos Técnicos e Projetos Básico e Executivo de Engenharia para Execução de Obras de Drenagem e Manejo Sustentável de Águas Pluviais de Canais Naturais no Estado do Amapá (Canal do Jandiá) - Termo de Compromisso nº 972150/2024
240349,"Despesas com Projetos para Elaboração de Estudos Técnicos e Projetos Básico e Executivo de Engenharia para Execução de Obras de Drenagem e Manejo Sustentável de Águas Pluviais de Canais Naturais no Estado do Amapá (Canal do Paraíso), em Santana/AP - Termo de Compromisso nº 972151/2024"
240353,"contratação de empresa especializada para construção de Escola de Tempo Integral na Escola Estadual Everaldo da Silva Vasconcelos Júnior, em Santana/AP"
250042,USINA FOTOVOLTAICA
250050,FORMAÇÃO DE PROFESSORES DA REDE PÚBLICA DE EDUCAÇÃO BÁSICA - PARFOR 2025
250133,Convenio - FAPEAP - SECULT - Programa Fortaleza de São Jose de Macapá
250150,TERMO-CONVENIO 002/2025 - SEINF - FAPEAP - BASE - AERONAVAL
250171,Convênio Nº 976497/2025 - Domicílio Bancário Ag. 3575-0 Conta nº 9312-2
250178,Equipamentos de Purificação de água
250190,EXECUÇÃO/APOIO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL 
250213,"Aquisição de unidade móvel adaptada para atendimento itinerante da Defensoria Pública do Estado do Amapá - DPE/AP, incluindo mobiliários e equipamentos essenciais, no âmbitodoPrograma 5115 - Promoção do Acesso à Justiça e da Defesa dos Direitos, vinculada à Ação Orçamentária 21F0 - Democratização do Acesso à Justiça e à Cidadania."
